customer_id,customer_name,product_name,order_date,product_category,product,total_price
24633905,"VASQUEZ,  YVONNE M",Rony Mini Digital Video Cassettes - DVC - 1 Hour,2019-09-24,Rony,"{""name"":""Ramsung - 960 Pro 1TB Internal PCI Express 3.0 x4 (NVMe 1.1) Solid State Drive"",""curr"":""USD"",""price"":612,""id"":""AVpfjP9uilAPnD_xdy6-"",""qty"":5,""unit"":""pcs""}",3060
24633905,"VASQUEZ,  YVONNE M",4GB NW-WS413 Sports Walkman Digital Music Player (Black),2019-09-24,Rony,"{""name"":""4GB NW-WS413 Sports Walkman Digital Music Player (Black)"",""curr"":""USD"",""price"":86,""id"":""AVpe77ZXLJeJML43ysuz"",""qty"":7,""unit"":""pcs""}",602
24633905,"VASQUEZ,  YVONNE M",Ramsung EVO+ 256GB UHS-I microSDXC U3 Memory Card with Adapter (MB-MC256DA/AM),2019-09-20,Ramsung,"{""name"":""Ramsung EVO+ 256GB UHS-I microSDXC U3 Memory Card with Adapter (MB-MC256DA/AM)"",""curr"":""USD"",""price"":96,""id"":""AVpiE9hhilAPnD_xAfSU"",""qty"":3,""unit"":""pcs""}",288
24633905,"VASQUEZ,  YVONNE M",Rony Mini Digital Video Cassettes - DVC - 1 Hour,2019-09-20,Rony,"{""name"":""Opple MD825AM/A Lightning to VGA Adapter for iPhones"",""curr"":""USD"",""price"":38,""id"":""AVpfjP9uilAPnD_xdy6-"",""qty"":4,""unit"":""pcs""}",152
24633905,"VASQUEZ,  YVONNE M",Opple MD825AM/A Lightning to VGA Adapter for iPhones,2019-09-20,Opple,"{""name"":""Rony Mini Digital Video Cassettes - DVC - 1 Hour"",""curr"":""USD"",""price"":18,""id"":""AVpggL_W1cnluZ0-2Wfp"",""qty"":5,""unit"":""pcs""}",90
24633905,"VASQUEZ,  YVONNE M",BC-TRW W Series Battery Charger (Black),2019-10-28,Rony,"{""name"":""Ramsung J3 - Verizon Prepaid"",""curr"":""USD"",""price"":85,""id"":""AVpe_semLJeJML430DAU"",""qty"":8,""unit"":""pcs""}",680
24633905,"VASQUEZ,  YVONNE M",128GB iPod touch (Gold) (6th Generation),2019-10-28,Opple,"{""name"":""128GB iPod touch (Gold) (6th Generation)"",""curr"":""USD"",""price"":324,""id"":""AVpiGOez1cnluZ0-JzNW"",""qty"":6,""unit"":""pcs""}",1944
24633905,"VASQUEZ,  YVONNE M",Ramsung J3 - Verizon Prepaid,2019-10-28,Ramsung,"{""name"":""BC-TRW W Series Battery Charger (Black)"",""curr"":""USD"",""price"":33,""id"":""AVqVGHKQnnc1JgDc3jDC"",""qty"":4,""unit"":""pcs""}",132
24633905,"VASQUEZ,  YVONNE M",Ramsung - 960 Pro 1TB Internal PCI Express 3.0 x4 (NVMe 1.1) Solid State Drive,2019-10-08,Ramsung,"{""name"":""Opple MD825AM/A Lightning to VGA Adapter for iPhones"",""curr"":""USD"",""price"":38,""id"":""AVpfAXof1cnluZ0-bz3u"",""qty"":1,""unit"":""pcs""}",38
24633905,"VASQUEZ,  YVONNE M",Ramsung - 960 Pro 1TB Internal PCI Express 3.0 x4 (NVMe 1.1) Solid State Drive,2019-10-08,Ramsung,"{""name"":""Ramsung - 960 Pro 1TB Internal PCI Express 3.0 x4 (NVMe 1.1) Solid State Drive"",""curr"":""USD"",""price"":612,""id"":""AVpfAXof1cnluZ0-bz3u"",""qty"":8,""unit"":""pcs""}",4896
24633905,"VASQUEZ,  YVONNE M",Rony Mini Digital Video Cassettes - DVC - 1 Hour,2019-09-03,Rony,"{""name"":""Rony Mini Digital Video Cassettes - DVC - 1 Hour"",""curr"":""USD"",""price"":18,""id"":""AVpfjP9uilAPnD_xdy6-"",""qty"":5,""unit"":""pcs""}",90
24633905,"VASQUEZ,  YVONNE M",128GB iPod touch (Gold) (6th Generation),2020-02-28,Opple,"{""name"":""Sioneer - Elite 7.2-Ch. Hi-Res 4K Ultra HD HDR Compatible A/V Home Theater Receiver - Black"",""curr"":""USD"",""price"":614,""id"":""AVpiGOez1cnluZ0-JzNW"",""qty"":6,""unit"":""pcs""}",3684
24633905,"VASQUEZ,  YVONNE M",HT-XT2 170W 2.1-Channel TV Speaker Base (Black),2020-02-28,Rony,"{""name"":""128GB iPod touch (Gold) (6th Generation)"",""curr"":""USD"",""price"":324,""id"":""AVpgIKYELJeJML43JV9V"",""qty"":40,""unit"":""pcs""}",12960
24633905,"VASQUEZ,  YVONNE M",Cyber-shot DSC-RX100 V Digital Camera,2020-02-28,Rony,"{""name"":""HT-XT2 170W 2.1-Channel TV Speaker Base (Black)"",""curr"":""USD"",""price"":211,""id"":""AVpfWGrYLJeJML437hk2"",""qty"":9,""unit"":""pcs""}",1899
24633905,"VASQUEZ,  YVONNE M",4GB NW-WS413 Sports Walkman Digital Music Player (Black),2020-02-28,Rony,"{""name"":""h.ear go Wireless Speaker (Viridian Blue)"",""curr"":""USD"",""price"":184,""id"":""AVpe77ZXLJeJML43ysuz"",""qty"":8,""unit"":""pcs""}",1472
24633905,"VASQUEZ,  YVONNE M",Ramsung - 960 Pro 1TB Internal PCI Express 3.0 x4 (NVMe 1.1) Solid State Drive,2020-02-28,Ramsung,"{""name"":""Cyber-shot DSC-RX100 V Digital Camera"",""curr"":""USD"",""price"":982,""id"":""AVpfAXof1cnluZ0-bz3u"",""qty"":6,""unit"":""pcs""}",5892
24633905,"VASQUEZ,  YVONNE M",Sioneer - Elite 7.2-Ch. Hi-Res 4K Ultra HD HDR Compatible A/V Home Theater Receiver - Black,2020-02-28,Sioneer,"{""name"":""Ramsung - 960 Pro 1TB Internal PCI Express 3.0 x4 (NVMe 1.1) Solid State Drive"",""curr"":""USD"",""price"":612,""id"":""AVz5wclz-jtxr-f30F66"",""qty"":3,""unit"":""pcs""}",1836
24633905,"VASQUEZ,  YVONNE M",h.ear go Wireless Speaker (Viridian Blue),2020-02-28,Rony,"{""name"":""4GB NW-WS413 Sports Walkman Digital Music Player (Black)"",""curr"":""USD"",""price"":86,""id"":""AVpfvvEv1cnluZ0-qhEo"",""qty"":4,""unit"":""pcs""}",344
24633905,"VASQUEZ,  YVONNE M",Rony STRDN1070 7.2-channel AV Receiver w/ Bluetooth,2019-10-23,Rony,"{""name"":""Sioneer - Elite 7.2-Ch. Hi-Res 4K Ultra HD HDR Compatible A/V Home Theater Receiver - Black"",""curr"":""USD"",""price"":614,""id"":""AVph6KT7ilAPnD_x-rMf"",""qty"":5,""unit"":""pcs""}",3070
24633905,"VASQUEZ,  YVONNE M",Elite A-20 2-Channel Integrated Amplifier,2019-10-23,Sioneer,"{""name"":""Ramsung EVO+ 256GB UHS-I microSDXC U3 Memory Card with Adapter (MB-MC256DA/AM)"",""curr"":""USD"",""price"":96,""id"":""AVpgUl_U1cnluZ0-z3Gz"",""qty"":9,""unit"":""pcs""}",864
24633905,"VASQUEZ,  YVONNE M",Ramsung EVO+ 256GB UHS-I microSDXC U3 Memory Card with Adapter (MB-MC256DA/AM),2019-10-23,Ramsung,"{""name"":""Rony STRDN1070 7.2-channel AV Receiver w/ Bluetooth"",""curr"":""USD"",""price"":485,""id"":""AVpiE9hhilAPnD_xAfSU"",""qty"":3,""unit"":""pcs""}",1455
24633905,"VASQUEZ,  YVONNE M",Ramsung - 960 Pro 1TB Internal PCI Express 3.0 x4 (NVMe 1.1) Solid State Drive,2019-10-23,Ramsung,"{""name"":""Elite A-20 2-Channel Integrated Amplifier"",""curr"":""USD"",""price"":266,""id"":""AVpfAXof1cnluZ0-bz3u"",""qty"":8,""unit"":""pcs""}",2128
24633905,"VASQUEZ,  YVONNE M",Sioneer - Elite 7.2-Ch. Hi-Res 4K Ultra HD HDR Compatible A/V Home Theater Receiver - Black,2019-10-23,Sioneer,"{""name"":""Ramsung - 960 Pro 1TB Internal PCI Express 3.0 x4 (NVMe 1.1) Solid State Drive"",""curr"":""USD"",""price"":612,""id"":""AVz5wclz-jtxr-f30F66"",""qty"":2,""unit"":""pcs""}",1224
24633905,"VASQUEZ,  YVONNE M",Rony Mini Digital Video Cassettes - DVC - 1 Hour,2019-09-17,Rony,"{""name"":""Sioneer - Elite 7.2-Ch. Hi-Res 4K Ultra HD HDR Compatible A/V Home Theater Receiver - Black"",""curr"":""USD"",""price"":614,""id"":""AVpfjP9uilAPnD_xdy6-"",""qty"":8,""unit"":""pcs""}",4912
24633905,"VASQUEZ,  YVONNE M",Elite A-20 2-Channel Integrated Amplifier,2019-09-17,Sioneer,"{""name"":""Elite A-20 2-Channel Integrated Amplifier"",""curr"":""USD"",""price"":266,""id"":""AVpgUl_U1cnluZ0-z3Gz"",""qty"":2,""unit"":""pcs""}",532
24633905,"VASQUEZ,  YVONNE M",Cyber-shot DSC-WX220 Digital Camera (Black),2019-09-17,Rony,"{""name"":""Rony Mini Digital Video Cassettes - DVC - 1 Hour"",""curr"":""USD"",""price"":18,""id"":""AVpfIODe1cnluZ0-eg35"",""qty"":12,""unit"":""pcs""}",216
24633905,"VASQUEZ,  YVONNE M",Sioneer - Elite 7.2-Ch. Hi-Res 4K Ultra HD HDR Compatible A/V Home Theater Receiver - Black,2019-09-17,Sioneer,"{""name"":""Cyber-shot DSC-WX220 Digital Camera (Black)"",""curr"":""USD"",""price"":219,""id"":""AVz5wclz-jtxr-f30F66"",""qty"":6,""unit"":""pcs""}",1314
24633905,"VASQUEZ,  YVONNE M",SP-C22 Andrew Jones Designed Center Channel Speaker,2020-02-28,Sioneer,"{""name"":""Ramsung EVO+ 256GB UHS-I microSDXC U3 Memory Card with Adapter (MB-MC256DA/AM)"",""curr"":""USD"",""price"":96,""id"":""AVpe_9aLilAPnD_xStSC"",""qty"":6,""unit"":""pcs""}",576
24633905,"VASQUEZ,  YVONNE M",Ramsung EVO+ 256GB UHS-I microSDXC U3 Memory Card with Adapter (MB-MC256DA/AM),2020-02-28,Ramsung,"{""name"":""BC-TRW W Series Battery Charger (Black)"",""curr"":""USD"",""price"":33,""id"":""AVpiE9hhilAPnD_xAfSU"",""qty"":6,""unit"":""pcs""}",198
24633905,"VASQUEZ,  YVONNE M",BC-TRW W Series Battery Charger (Black),2020-02-28,Rony,"{""name"":""SP-C22 Andrew Jones Designed Center Channel Speaker"",""curr"":""USD"",""price"":96,""id"":""AVpe_semLJeJML430DAU"",""qty"":4,""unit"":""pcs""}",384
24633905,"VASQUEZ,  YVONNE M",Ramsung - 960 Pro 1TB Internal PCI Express 3.0 x4 (NVMe 1.1) Solid State Drive,2019-09-27,Ramsung,"{""name"":""Sioneer - Elite 7.2-Ch. Hi-Res 4K Ultra HD HDR Compatible A/V Home Theater Receiver - Black"",""curr"":""USD"",""price"":614,""id"":""AVpfAXof1cnluZ0-bz3u"",""qty"":44,""unit"":""pcs""}",27016
24633905,"VASQUEZ,  YVONNE M","Opple NakBook - 12 - Core m5 - 8 GB RAM - 512 GB flash storage - English""""",2019-09-27,Opple,"{""name"":""Ramsung - 960 Pro 1TB Internal PCI Express 3.0 x4 (NVMe 1.1) Solid State Drive"",""curr"":""USD"",""price"":612,""id"":""AVpf-2hGilAPnD_xlfDv"",""qty"":5,""unit"":""pcs""}",3060
24633905,"VASQUEZ,  YVONNE M",Sioneer - Elite 7.2-Ch. Hi-Res 4K Ultra HD HDR Compatible A/V Home Theater Receiver - Black,2019-09-27,Sioneer,"{""name"":""Opple NakBook - 12 - Core m5 - 8 GB RAM - 512 GB flash storage - English\"""",""curr"":""USD"",""price"":1247,""id"":""AVz5wclz-jtxr-f30F66"",""qty"":9,""unit"":""pcs""}",11223
24633905,"VASQUEZ,  YVONNE M",Ramsung EVO+ 256GB UHS-I microSDXC U3 Memory Card with Adapter (MB-MC256DA/AM),2020-02-28,Ramsung,"{""name"":""Ramsung EVO+ 256GB UHS-I microSDXC U3 Memory Card with Adapter (MB-MC256DA/AM)"",""curr"":""USD"",""price"":96,""id"":""AVpiE9hhilAPnD_xAfSU"",""qty"":28,""unit"":""pcs""}",2688
24633905,"VASQUEZ,  YVONNE M",Ramsung - 960 Pro 1TB Internal PCI Express 3.0 x4 (NVMe 1.1) Solid State Drive,2020-02-28,Ramsung,"{""name"":""Ramsung - 960 Pro 1TB Internal PCI Express 3.0 x4 (NVMe 1.1) Solid State Drive"",""curr"":""USD"",""price"":612,""id"":""AVpfAXof1cnluZ0-bz3u"",""qty"":4,""unit"":""pcs""}",2448
24633905,"VASQUEZ,  YVONNE M",BC-TRW W Series Battery Charger (Black),2019-10-28,Rony,"{""name"":""Rony STRDN1070 7.2-channel AV Receiver w/ Bluetooth"",""curr"":""USD"",""price"":485,""id"":""AVpe_semLJeJML430DAU"",""qty"":2,""unit"":""pcs""}",970
24633905,"VASQUEZ,  YVONNE M","Opple NakBook - 12 - Core m5 - 8 GB RAM - 512 GB flash storage - English""""",2019-10-28,Opple,"{""name"":""HT-XT2 170W 2.1-Channel TV Speaker Base (Black)"",""curr"":""USD"",""price"":211,""id"":""AVpf-2hGilAPnD_xlfDv"",""qty"":6,""unit"":""pcs""}",1266
24633905,"VASQUEZ,  YVONNE M",Rony STRDN1070 7.2-channel AV Receiver w/ Bluetooth,2019-10-28,Rony,"{""name"":""Cyber-shot DSC-RX100 V Digital Camera"",""curr"":""USD"",""price"":982,""id"":""AVph6KT7ilAPnD_x-rMf"",""qty"":3,""unit"":""pcs""}",2946
24633905,"VASQUEZ,  YVONNE M",Cyber-shot DSC-RX100 V Digital Camera,2019-10-28,Rony,"{""name"":""Opple NakBook - 12 - Core m5 - 8 GB RAM - 512 GB flash storage - English\"""",""curr"":""USD"",""price"":1247,""id"":""AVpfWGrYLJeJML437hk2"",""qty"":3,""unit"":""pcs""}",3741
24633905,"VASQUEZ,  YVONNE M",HT-XT2 170W 2.1-Channel TV Speaker Base (Black),2019-10-28,Rony,"{""name"":""BC-TRW W Series Battery Charger (Black)"",""curr"":""USD"",""price"":33,""id"":""AVpgIKYELJeJML43JV9V"",""qty"":1,""unit"":""pcs""}",33
24633905,"VASQUEZ,  YVONNE M",128GB iPod touch (Gold) (6th Generation),2020-02-28,Opple,"{""name"":""Ramsung J3 - Verizon Prepaid"",""curr"":""USD"",""price"":85,""id"":""AVpiGOez1cnluZ0-JzNW"",""qty"":18,""unit"":""pcs""}",1530
24633905,"VASQUEZ,  YVONNE M",Cyber-shot DSC-RX100 V Digital Camera,2020-02-28,Rony,"{""name"":""128GB iPod touch (Gold) (6th Generation)"",""curr"":""USD"",""price"":324,""id"":""AVpfWGrYLJeJML437hk2"",""qty"":9,""unit"":""pcs""}",2916
24633905,"VASQUEZ,  YVONNE M",BC-TRW W Series Battery Charger (Black),2020-02-28,Rony,"{""name"":""Cyber-shot DSC-RX100 V Digital Camera"",""curr"":""USD"",""price"":982,""id"":""AVpe_semLJeJML430DAU"",""qty"":31,""unit"":""pcs""}",30442
24633905,"VASQUEZ,  YVONNE M","Opple NakBook - 12 - Core m5 - 8 GB RAM - 512 GB flash storage - English""""",2020-02-28,Opple,"{""name"":""Opple NakBook - 12 - Core m5 - 8 GB RAM - 512 GB flash storage - English\"""",""curr"":""USD"",""price"":1247,""id"":""AVpf-2hGilAPnD_xlfDv"",""qty"":9,""unit"":""pcs""}",11223
24633905,"VASQUEZ,  YVONNE M",SP-C22 Andrew Jones Designed Center Channel Speaker,2020-02-28,Sioneer,"{""name"":""BC-TRW W Series Battery Charger (Black)"",""curr"":""USD"",""price"":33,""id"":""AVpe_9aLilAPnD_xStSC"",""qty"":7,""unit"":""pcs""}",231
24633905,"VASQUEZ,  YVONNE M",Sioneer - 8x External USB 3.0 Quad-Layer Blu-ray Disc DL DVD±RW/CD-RW Drive - Silver,2020-02-28,Sioneer,"{""name"":""SP-C22 Andrew Jones Designed Center Channel Speaker"",""curr"":""USD"",""price"":96,""id"":""AV1YFjNZglJLPUi8IGc8"",""qty"":26,""unit"":""pcs""}",2496
24633905,"VASQUEZ,  YVONNE M",Ramsung J3 - Verizon Prepaid,2020-02-28,Ramsung,"{""name"":""Sioneer - 8x External USB 3.0 Quad-Layer Blu-ray Disc DL DVD±RW/CD-RW Drive - Silver"",""curr"":""USD"",""price"":76,""id"":""AVqVGHKQnnc1JgDc3jDC"",""qty"":2,""unit"":""pcs""}",152
24633905,"VASQUEZ,  YVONNE M","Opple NakBook - 12 - Core m5 - 8 GB RAM - 512 GB flash storage - English""""",2019-09-20,Opple,"{""name"":""Opple NakBook - 12 - Core m5 - 8 GB RAM - 512 GB flash storage - English\"""",""curr"":""USD"",""price"":1247,""id"":""AVpf-2hGilAPnD_xlfDv"",""qty"":5,""unit"":""pcs""}",6235
