EAN13,EAN5,PO,datetime,price,product_name,product_unit,purchaser,quantity,supplier,password_hash,missing_price,banned_supplier,warehouse_alert
2198122549962,54996,934215340,1564728436,$ 11,PowerShot G5 X Digital Camera Free Accessory Kit,pcs,"MICHUDA,  CASEY",10,Conan,bb80dbbda9fd02a73539213bbe6f1c1f,false,false,green
2198122550745,55074,934212294,1564733385,$ 25,Mogitech - Harmony 950 Universal Remote - Black,pcs,"SEVILLA,  DANNY",15,Mogitech,e823cd98a0cc0ab555251650ddbd0d50,false,false,green
2198122550193,55019,934214481,1564733687,$ 38,Details About Mogitech G920 Xbox Driving Force Racing Wheel For Xbox One And Pc (941000121),pcs,"IRWIN,  RICHARD P",15,Mogitech,61a97d04e3d7c6e493cc2c91d0090aae,false,false,green
2198122550064,55006,934214887,1564735642,$ 11,SP-FS52 Andrew Jones Designed Floorstanding Loudspeaker,pcs,"HOUSE,  JACQUELYN B",10,Sioneer,c5f1ce796e1464fba62c3bdb303974d6,false,false,green
2198122550745,55074,934213059,1564736084,$ 20,Mogitech - Harmony 950 Universal Remote - Black,pcs,"GONZALEZ,  MARK-ANTHONY",5,Mogitech,fac1d40101b2f877f8a095ccd1bbeb54,false,false,green
2198122550745,55074,934213036,1564737879,$ 28,Mogitech - Harmony 950 Universal Remote - Black,pcs,"ASSAF,  MAJED",15,Mogitech,3e49011062f83f6ab5cf1fde7341da49,false,false,green
2198122550038,55003,934214460,1564738234,$ 22,Mogitech Ultrathin Touch Mouse T630 for Windows 8 Touch Gestures,pcs,"KENNEDY,  JOHN P",10,Mogitech,0ac3d991c4946946260df923db8d114f,false,false,red
2198122550193,55019,934213584,1564738937,$ 21,Details About Mogitech G920 Xbox Driving Force Racing Wheel For Xbox One And Pc (941000121),pcs,"STROH,  MATTHEW J",40,Mogitech,92f1d8e03ea4bbc00f9fe8177244fc68,false,false,green
2198122549911,54991,934214457,1564739391,$ 19,Mogitech Keys-To-Go Ultra-Portable Bluetooth Keyboard for Android and Windows,pcs,"WALTON,  YOLANDA R",15,Mogitech,857a6b435ade93badaf7b875050e3762,false,false,green
2198122550745,55074,934211722,1564740015,$ 16,Mogitech - Harmony 950 Universal Remote - Black,pcs,"WALTON,  CATRINA",50,Mogitech,762ea9a0f1d9f0b5dc91ce07d1c636fc,false,false,green
2198122550038,55003,934213232,1564741377,$ 31,Mogitech Ultrathin Touch Mouse T630 for Windows 8 Touch Gestures,pcs,"SHEHAN,  JOHN A",5,Mogitech,9a00c2b935d79978a78817f576ebc62e,false,false,red
2198122550745,55074,934214329,1564742756,$ 20,Mogitech - Harmony 950 Universal Remote - Black,pcs,"STAGOWSKI,  JAMES",5,Mogitech,cf5f7120023fa0462099de798ee2f55d,false,false,green
2198122550745,55074,934212547,1564743546,EUR 44,Mogitech - Harmony 950 Universal Remote - Black,pcs,"WATKINS,  ALVIN E",15,Mogitech,2a23399663d44d48e98ad516d74ac926,false,false,green
2198122550745,55074,934211745,1564745658,$ 36,Mogitech - Harmony 950 Universal Remote - Black,pcs,"WATKINS,  ALVIN E",10,Mogitech,12f14d07ed88d2388e0e09e37d687b65,false,false,green
2198122550745,55074,934212628,1564747120,$ 39,Mogitech - Harmony 950 Universal Remote - Black,pcs,"MARINO,  DEBRA D",35,Mogitech,bdcfc79ef24bb743dde8a34ef31aa575,false,false,green
2198122550038,55003,934213495,1564747630,$ 40,Mogitech Ultrathin Touch Mouse T630 for Windows 8 Touch Gestures,pcs,"WILKINS,  SHANE E",20,Mogitech,e1c1a0c38bcc62bb3cf8810e88590d74,false,false,red
2198122550193,55019,934212638,1564754573,$ 43,Details About Mogitech G920 Xbox Driving Force Racing Wheel For Xbox One And Pc (941000121),pcs,"SOLAVA,  BRIAN",5,Mogitech,28069e84cd976014facb2b1551afab1f,false,false,green
2198122550017,55001,934214875,1564754733,USD34,CD-C600 5-Disc CD Changer,pcs,"HARRIS,  THOMAS H",15,Zamaha,92a431b374ea6152ba7f26ea4216872a,false,false,green
2198122550745,55074,934214503,1564755179,$ 28,Mogitech - Harmony 950 Universal Remote - Black,pcs,"BARR,  JOHN H",10,Mogitech,99b8c0a50e444f613419d4a7eeb5121d,false,false,green
2198122550193,55019,934213020,1564756121,$ 34,Details About Mogitech G920 Xbox Driving Force Racing Wheel For Xbox One And Pc (941000121),pcs,"HERRERA,  ALFONSO",15,Mogitech,7d9f07ff3aea7afcb0d50d70b18c47ae,false,false,green
2198122550193,55019,934212378,1564758524,$ 5,Details About Mogitech G920 Xbox Driving Force Racing Wheel For Xbox One And Pc (941000121),pcs,"VALLEJO LAMA,  CARMEN L",5,Mogitech,83a7548d8dbad159ae1bfea40b337946,false,false,green
2198122550745,55074,934214134,1564760354,$ 5,Mogitech - Harmony 950 Universal Remote - Black,pcs,"JOHNSON,  KEVIN A",5,Mogitech,abe5b7cdcde7975ab9ac83238d468087,false,false,green
2198122550038,55003,934212923,1564760933,$ 15,Mogitech Ultrathin Touch Mouse T630 for Windows 8 Touch Gestures,pcs,"KEOLIAN,  EVELYN",5,Mogitech,be33ea156e8266a14940b9ebf77f122a,false,false,red
2198122550745,55074,934211894,1564761742,$ 13,Mogitech - Harmony 950 Universal Remote - Black,pcs,"SMOLOVSKY,  ALEXANDER",10,Mogitech,5746b40b0ca4839e84f86fd3af6545d0,false,false,green
2198122550745,55074,934214293,1564761781,$ 7,Mogitech - Harmony 950 Universal Remote - Black,pcs,"FALCK,  ALEXANDRIA D",15,Mogitech,741b2ec4b02ebe965966d9423ba2ad36,false,false,green
2198122550038,55003,934213893,1564762483,EUR 32,Mogitech Ultrathin Touch Mouse T630 for Windows 8 Touch Gestures,pcs,"SANCHEZ JR,  RICHARD W",15,Mogitech,0ea8a093209cd13328820f842373dd38,false,false,red
2198122550745,55074,934213565,1564762826,$ 41,Mogitech - Harmony 950 Universal Remote - Black,pcs,"CONNELLY,  THOMAS A",25,Mogitech,d6e9a5d33eec09e52f84d14f3582ef0a,false,false,green
2198122550173,55017,934214782,1564763676,$ 20,CORSAIR HYDRO SERIES H100i v2 AIO Liquid CPU Cooler,pcs,"FALCK,  ALEXANDRIA D",5,Karsair,ce469c7869bcfa076f060a774cabb395,false,false,green
2198122550745,55074,934213989,1564768908,$ 7,Mogitech - Harmony 950 Universal Remote - Black,pcs,"MARAFFINO,  CHRISTOPHER J",40,Mogitech,41c672966474a5af4dec7df35e765bde,false,false,green
2198122550193,55019,934214003,1564769680,$ 38,Details About Mogitech G920 Xbox Driving Force Racing Wheel For Xbox One And Pc (941000121),pcs,"CRAVEN,  KEVIN J",20,Mogitech,06d67030ebb48a6b1436ce831b9f532f,false,false,green
2198122549911,54991,934213069,1564772922,$ 34,Mogitech Keys-To-Go Ultra-Portable Bluetooth Keyboard for Android and Windows,pcs,"WALTON,  CATRINA",15,Mogitech,fa103e96d27d73357e74eed18910470e,false,false,green
2198122550745,55074,934214331,1564773055,$ 13,Mogitech - Harmony 950 Universal Remote - Black,pcs,"DELGADO,  XAVIER J",5,Mogitech,0d12cf5d644fb88a2d4f355695681a8c,false,false,green
2198122550038,55003,934214575,1564774759,$ 21,Mogitech Ultrathin Touch Mouse T630 for Windows 8 Touch Gestures,pcs,"WILBERT,  JAVARRIO C",5,Mogitech,9158548615f1dbc6dd784ca3841a0321,false,false,red
2198122550193,55019,934211956,1564776518,$ 18,Details About Mogitech G920 Xbox Driving Force Racing Wheel For Xbox One And Pc (941000121),pcs,"GONZALEZ,  MARK-ANTHONY",10,Mogitech,9c994f37a7eb53b96ad601f3d714e94f,false,false,green
2198122550076,55007,934215436,1564777307,$ 34,Cyber-shot DSC-WX220 Digital Camera (Black),pcs,"KEOLIAN,  EVELYN",15,Rony,858675160b9d53a1eaf7d957e51d66cc,false,true,green
2198122549911,54991,934213704,1564778012,$ 17,Mogitech Keys-To-Go Ultra-Portable Bluetooth Keyboard for Android and Windows,pcs,"SHAY,  DENNIS A",15,Mogitech,417d7069ffbc612b8a0a11f059340435,false,false,green
2198122550382,55038,934214735,1564778383,$ 19,HT-XT2 170W 2.1-Channel TV Speaker Base (Black),pcs,"JOHNSON,  KEVIN A",10,Rony,cbe63e4d71cd791e91af9b5dad68d364,false,true,green
2198122550585,55058,934214938,1564778928,$ 21,MCR-B043 30W Bluetooth Wireless Music System (Black),pcs,"GONZALEZ,  MARK-ANTHONY",10,Zamaha,f0f0c6d4ba1a914f81d1ab5d9bf4fa87,false,false,green
2198122550193,55019,934213656,1564780299,$ 22,Details About Mogitech G920 Xbox Driving Force Racing Wheel For Xbox One And Pc (941000121),pcs,"BARR,  JOHN H",5,Mogitech,285aca9358cebb508f5e94b6c590a801,false,false,green
2198122550813,55081,934214839,1564780721,$ 41,21.5 iNak with Retina 4K Display (Mid 2017),pcs,"HOUSE,  JACQUELYN B",10,Opple,ffc7936e0918b0e6437c0235dcf53569,false,false,green
2198122550193,55019,934213252,1564781638,YEN 47,Details About Mogitech G920 Xbox Driving Force Racing Wheel For Xbox One And Pc (941000121),pcs,"WATKINS,  ALVIN E",30,Mogitech,f8c82dadc8bfdaeaa1dc2c0c0bf9524f,false,false,green
2198122550774,55077,934215215,1564785591,$ 25,Ankyo - TX 7.2-Ch. Network-Ready A/V Home Theater Receiver - Black,pcs,"CARMEN,  ZACHARY C",15,Ankyo,e03a6208e26e6c7ff92e86ca81a30084,false,false,green
2198122549911,54991,934213381,1564787130,$ 6,Mogitech Keys-To-Go Ultra-Portable Bluetooth Keyboard for Android and Windows,pcs,"KAUFMAN,  JOSHUA S",5,Mogitech,1f9c12e5f8cac9ebe07a7fb87a3b4c66,false,false,green
2198122550038,55003,934211581,1564787214,$ 12,Mogitech Ultrathin Touch Mouse T630 for Windows 8 Touch Gestures,pcs,"GILTMIER,  BETH A",10,Mogitech,e0def0377909904767efbe9b7150a58c,false,false,red
2198122550745,55074,934214678,1564800458,$ 9,Mogitech - Harmony 950 Universal Remote - Black,pcs,"JOHNSON,  EVELYN",20,Mogitech,1390812769f2a1dfb0fc54f714c68674,false,false,green
2198122549911,54991,934214258,1564857654,$ 36,Mogitech Keys-To-Go Ultra-Portable Bluetooth Keyboard for Android and Windows,pcs,"JOHNSON,  EVELYN",15,Mogitech,d4138d96a0592bc2069e26b922022500,false,false,green
2198122550193,55019,934214316,1564864649,USD30,Details About Mogitech G920 Xbox Driving Force Racing Wheel For Xbox One And Pc (941000121),pcs,"DELGADO,  XAVIER J",15,Mogitech,e36519007f11d67a90bc452397bf8b1d,false,false,green
2198122550745,55074,934212024,1564963827,$ 28,Mogitech - Harmony 950 Universal Remote - Black,pcs,"WATKINS,  MCLLOYD A",10,Mogitech,1432fe64dbd542e5084a6f5f9dc49559,false,false,green
2198122550754,55075,934215015,1564964397,EUR 24,Reagate - Backup Plus 5TB External USB 3.0 Portable Hard Drive - silver,pcs,"LOCKETT,  BENNIE C",15,Reagate,e82fc3f310752765c0d7bcf6ece21e28,false,false,green
2198122550193,55019,934211549,1564965438,$ 14,Details About Mogitech G920 Xbox Driving Force Racing Wheel For Xbox One And Pc (941000121),pcs,"VALLEJO LAMA,  CARMEN L",15,Mogitech,e52054e181d9c8688e2c655c3d9ee265,false,false,green
2198122550609,55060,934215343,1564965631,$ 39,128GB iPod touch (Gold) (6th Generation),pcs,"STROH,  MATTHEW J",15,Opple,9c15b49323ec9c26d265d9c07611032a,false,false,green
2198122550038,55003,934214228,1564965778,USD6,Mogitech Ultrathin Touch Mouse T630 for Windows 8 Touch Gestures,pcs,"FANELLA JR,  PATRICK W",15,Mogitech,c7f9a3f6d9604e88f3e2af0cf7628ec7,false,false,red
2198122550193,55019,934212532,1564966279,$ 13,Details About Mogitech G920 Xbox Driving Force Racing Wheel For Xbox One And Pc (941000121),pcs,"DELGADO,  XAVIER J",5,Mogitech,c3694bda5a56e1c304c182be6a0188fe,false,false,green
2198122550193,55019,934212818,1564966965,$ 7,Details About Mogitech G920 Xbox Driving Force Racing Wheel For Xbox One And Pc (941000121),pcs,"SMOLOVSKY,  ALEXANDER",40,Mogitech,6abe20a70374e15abca7d9a7347df09a,false,false,green
2198122550745,55074,934212394,1564967106,$ 29,Mogitech - Harmony 950 Universal Remote - Black,pcs,"MENDOZA,  JOAQUIN E",20,Mogitech,639931f04c0933f543a3db7a9fa3481e,false,false,green
2198122549911,54991,934213516,1564967272,$ 33,Mogitech Keys-To-Go Ultra-Portable Bluetooth Keyboard for Android and Windows,pcs,"JOHNSON,  KEVIN A",10,Mogitech,1b9f49534584f708f48c7f7572cea9f8,false,false,green
2198122550616,55061,934214837,1564967532,$ 26,Details About Reagate 4 Terabyte (4tb) Superspeed Usb 3.0 Game Drive For Xbox One Stea4000402,pcs,"BEY,  LAMARR M",20,Reagate,0b23880464b874d33f49381a8d10a757,false,false,green
2198122549911,54991,934213880,1564967970,$ 10,Mogitech Keys-To-Go Ultra-Portable Bluetooth Keyboard for Android and Windows,pcs,"FANELLA JR,  PATRICK W",5,Mogitech,f4e47d83e16e1c527b5ba0eab5bebf48,false,false,green
2198122550745,55074,934212004,1564969696,$ 13,Mogitech - Harmony 950 Universal Remote - Black,pcs,"JOHNSON,  EVELYN",15,Mogitech,b926f8706217fea4b9f82a6cd6246e4b,false,false,green
2198122550745,55074,934212063,1564969810,$ 43,Mogitech - Harmony 950 Universal Remote - Black,pcs,"PALLER,  MATTHEW C",15,Mogitech,0c1208c032f723a9c1fe183d0fbb0e7b,false,false,green
2198122550754,55075,934215061,1564972972,$ 11,Reagate - Backup Plus 5TB External USB 3.0 Portable Hard Drive - silver,pcs,"KINNEY,  MICHELLE R",15,Reagate,45102e3f764a5044aa3d45dc116daddb,false,false,green
2198122550038,55003,934212105,1564974579,$26,Mogitech Ultrathin Touch Mouse T630 for Windows 8 Touch Gestures,pcs,"WATTS,  NATALIE A",15,Mogitech,ca8176e7e7d595984c9b18493fafed4d,false,false,red
2198122550788,55078,934214903,1564975537,$ 32,Zamaha - AVENTAGE 7.2-Ch. 4K Ultra HD A/V Home Theater Receiver - Black,pcs,"LEWIS,  JACQUELINE",5,Zamaha,3a44a6d8653c8774a5f83b43756db227,false,false,green
2198122550788,55078,934214903,1564975537,$ 32,Zamaha - AVENTAGE 7.2-Ch. 4K Ultra HD A/V Home Theater Receiver - Black,pcs,"LEWIS,  JACQUELINE",5,Zamaha,3a44a6d8653c8774a5f83b43756db227,false,false,green
2198122550803,55080,934214903,1564975537,$ 32,Zamaha - AVENTAGE 7.2-Ch. 4K Ultra HD A/V Home Theater Receiver - Black,pcs,"LEWIS,  JACQUELINE",5,Zamaha,3a44a6d8653c8774a5f83b43756db227,false,false,green
2198122550803,55080,934214903,1564975537,$ 32,Zamaha - AVENTAGE 7.2-Ch. 4K Ultra HD A/V Home Theater Receiver - Black,pcs,"LEWIS,  JACQUELINE",5,Zamaha,3a44a6d8653c8774a5f83b43756db227,false,false,green
2198122550745,55074,934213956,1564977579,$ 43,Mogitech - Harmony 950 Universal Remote - Black,pcs,"VALLEJO LAMA,  CARMEN L",10,Mogitech,c78b119f18b6436929321cffa7ac5f40,false,false,green
2198122550745,55074,934212368,1564980079,$ 40,Mogitech - Harmony 950 Universal Remote - Black,pcs,"WILKINS,  SHANE E",15,Mogitech,1a0ac88d54db6d547d943aa9970c371d,false,false,green
2198122549911,54991,934214247,1564980382,EUR 11,Mogitech Keys-To-Go Ultra-Portable Bluetooth Keyboard for Android and Windows,pcs,"GUILLEN,  VICTOR",10,Mogitech,6eb301424dfa0d88f7014bb1b24ef413,false,false,green
2198122550193,55019,934213320,1564982913,$ 33,Details About Mogitech G920 Xbox Driving Force Racing Wheel For Xbox One And Pc (941000121),pcs,"KINNEY,  MICHELLE R",40,Mogitech,ee9d3def1018cbbf447e0486865e92d0,false,false,green
2198122550038,55003,934214508,1564983433,$ 40,Mogitech Ultrathin Touch Mouse T630 for Windows 8 Touch Gestures,pcs,"TILLMAN,  NELSON P",5,Mogitech,b9271356719f794503ad98e58ae4f62f,false,false,red
2198122550038,55003,934214129,1564983745,$ 22,Mogitech Ultrathin Touch Mouse T630 for Windows 8 Touch Gestures,pcs,"PALLER,  MATTHEW C",5,Mogitech,2f2cb75189ce80e44c8cd75d17ca703d,false,false,red
2198122550745,55074,934213522,1564985264,$ 10,Mogitech - Harmony 950 Universal Remote - Black,pcs,"ASSAF,  MAJED",35,Mogitech,76edf5b2f42d840c79dc8e77ff22f91e,false,false,green
2198122549911,54991,934214083,1564985600,$ 19,Mogitech Keys-To-Go Ultra-Portable Bluetooth Keyboard for Android and Windows,pcs,"LEAL,  EMILIANO L",5,Mogitech,f318a94e21e5d01e0073d3dfe44af591,false,false,green
2198122550193,55019,934213390,1564986048,$ 10,Details About Mogitech G920 Xbox Driving Force Racing Wheel For Xbox One And Pc (941000121),pcs,"DELGADO,  XAVIER J",15,Mogitech,c7cf3cf62e254e6d384d99fa7f6577bd,false,false,green
2198122550745,55074,934211986,1564987927,$ 21,Mogitech - Harmony 950 Universal Remote - Black,pcs,"HARRIS,  THOMAS H",15,Mogitech,6433a627a4860f95e2ca74424fbea6a4,false,false,green
