EAN13,EAN5,PO,brand,datetime,price,product_name,product_unit,purchaser,quantity,supplier,password_hash,missing_price,banned_supplier,warehouse_alert
2198122550193,55019,900084325,Mogitech,1564678278,$ 39,Details About Mogitech G920 Xbox Driving Force Racing Wheel For Xbox One And Pc (941000121),pcs,"RIVERA,  JOSE L",10,Mogitech,f7e875d9f8e2b399310bc32b0e86a127,false,false,green
2198122549898,54989,900087403,Karsair,1564680818,YEN 39,Karsair - AX760 760-Watt ATX Power Supply - Black,pcs,"FLYNN,  JOSEPH P",5,Karsair,9bf1e0b021bb1b9aa83c9debc35d8259,false,false,green
2198122550038,55003,900084738,Mogitech,1564681382,EUR 38,Mogitech Ultrathin Touch Mouse T630 for Windows 8 Touch Gestures,pcs,"VALLE,  ANDRES",40,Mogitech,d4993e08d95765079f61e4d332f80126,false,false,red
2198122549911,54991,900084139,Mogitech,1564681514,$ 7,Mogitech Keys-To-Go Ultra-Portable Bluetooth Keyboard for Android and Windows,pcs,"VALLEJO LAMA,  CARMEN L",30,Mogitech,4de7231a356689d205528b5c42ae9a52,false,false,green
2198122550173,55017,900087325,Karsair,1564681652,USD 14,CORSAIR HYDRO SERIES H100i v2 AIO Liquid CPU Cooler,pcs,"ESKRIDGE,  RONNIE P",25,Karsair,691f9c50c76ca2b11fe6ce2b27997c18,false,false,green
2198122550745,55074,900084514,Mogitech,1564682333,$ 39,Mogitech - Harmony 950 Universal Remote - Black,pcs,"KELLY,  CARVEL T",25,Mogitech,a8df7476271fa164dc6a75bd008a001d,false,false,green
2198122550193,55019,900084666,Mogitech,1564683738,$ 36,Details About Mogitech G920 Xbox Driving Force Racing Wheel For Xbox One And Pc (941000121),pcs,"MCGARRY,  MORGAN J",20,Mogitech,a3f731886012e61fc5d3c98c4bcd51e9,false,false,green
2198122550038,55003,900085783,Mogitech,1564690187,$ 29,Mogitech Ultrathin Touch Mouse T630 for Windows 8 Touch Gestures,pcs,"CORONADO,  FRANCISCO",25,Mogitech,2a5cdde54cbade8ac2614acd5b86296d,false,false,red
2198122550193,55019,900086403,Mogitech,1564690529,$ 12,Details About Mogitech G920 Xbox Driving Force Racing Wheel For Xbox One And Pc (941000121),pcs,"CRUMP,  ANDREA L",5,Mogitech,0ad303e3458c96f2f89f02061484e1d6,false,false,green
2198122550495,55049,900087385,Ankyo,1564690747,USD21,Ankyo TXNR757 7.2 Channel Wireless A/V Receiver w/ HDCP2.2/HDR DTS _ Bluetooth,pcs,"PALLER,  MATTHEW C",15,Ankyo,4ac90acefce6e33879f3a1af13e62e12,false,false,green
2198122550193,55019,900085133,Mogitech,1564692292,$ 15,Details About Mogitech G920 Xbox Driving Force Racing Wheel For Xbox One And Pc (941000121),pcs,"WILLIAMS,  MAE F",5,Mogitech,fded91277a76b158aad0c4e4b3330148,false,false,green
2198122550038,55003,900084903,Mogitech,1564692417,EUR 25,Mogitech Ultrathin Touch Mouse T630 for Windows 8 Touch Gestures,pcs,"WILLIAMS,  MAE F",10,Mogitech,26d2d37acd8acb4cb9105e7b1fee5b64,false,false,red
2198122549911,54991,900086024,Mogitech,1564693621,YEN 27,Mogitech Keys-To-Go Ultra-Portable Bluetooth Keyboard for Android and Windows,pcs,"KROLL,  BRIAN P",15,Mogitech,850623fda395973ce0b1d851b78c5612,false,false,green
2198122550193,55019,900083782,Mogitech,1564695273,$ 6,Details About Mogitech G920 Xbox Driving Force Racing Wheel For Xbox One And Pc (941000121),pcs,"OTERO,  LUIS A",10,Mogitech,81882d0978cc655e5a633977eb0d28cc,false,false,green
2198122550193,55019,900085420,Mogitech,1564700018,$ 12,Details About Mogitech G920 Xbox Driving Force Racing Wheel For Xbox One And Pc (941000121),pcs,"HERNANDEZ,  JULIO C",15,Mogitech,629022784f0d80995023b1acf7c0b7e0,false,false,green
2198122550745,55074,900085942,Mogitech,1564701052,$ 20,Mogitech - Harmony 950 Universal Remote - Black,pcs,"PINEDA,  LESTER",15,Mogitech,00d6e7a2411a3356dcc9325264bc2af4,false,false,green
2198122550193,55019,900083579,Mogitech,1564702534,$ 7,Details About Mogitech G920 Xbox Driving Force Racing Wheel For Xbox One And Pc (941000121),pcs,"NASH,  SHAVONNE",10,Mogitech,5aa503561d38a353176b00cf7f24baf0,false,false,green
2198122549911,54991,900085306,Mogitech,1564703600,EUR 5,Mogitech Keys-To-Go Ultra-Portable Bluetooth Keyboard for Android and Windows,pcs,"HENDERSON,  WHITNEY A",10,Mogitech,3bb41a9f2867dbcb7cfb783580a75e53,false,false,green
2198122550745,55074,900085491,Mogitech,1564704214,$ 9,Mogitech - Harmony 950 Universal Remote - Black,pcs,"LYBROOK,  MICHAEL J",5,Mogitech,6eba8a4030dd453322287d5f74f4c290,false,false,green
2198122550745,55074,900085447,Mogitech,1564706242,$ 25,Mogitech - Harmony 950 Universal Remote - Black,pcs,"PRONEK,  JON-MICHAEL",25,Mogitech,8766e0f1071e115aac4058a2bf1ad8b2,false,false,green
2198122550038,55003,900086281,Mogitech,1564711314,USD 33,Mogitech Ultrathin Touch Mouse T630 for Windows 8 Touch Gestures,pcs,"ZIEGLER,  WILLIAM F",10,Mogitech,ab3e5745386b745b0f9b2c6e1d221061,false,false,red
2198122550521,55052,900087491,Mowepro,1564711902,YEN 34,Adventura SH 140 II Shoulder Bag (Black),pcs,"MARAFFINO,  CHRISTOPHER J",15,Mowepro,333cc9c638352895727e173cc523344b,false,false,green
2198122550038,55003,900085920,Mogitech,1564715843,$ 20,Mogitech Ultrathin Touch Mouse T630 for Windows 8 Touch Gestures,pcs,"PALLER,  MATTHEW C",10,Mogitech,5f03756ca400164e1e9b1778ac07561a,false,false,red
2198122549898,54989,900087223,Karsair,1564719388,$ 44,Karsair - AX760 760-Watt ATX Power Supply - Black,pcs,"CRUMP,  ANDREA L",5,Karsair,3bbae36824a89fcb18aef64db2b406eb,false,false,green
2198122549911,54991,900084623,Mogitech,1564719679,$ 10,Mogitech Keys-To-Go Ultra-Portable Bluetooth Keyboard for Android and Windows,pcs,"WYNN,  JAMES B",5,Mogitech,b3a7a0845f1aa8d1a18085813b407a19,false,false,green
2198122550038,55003,900084175,Mogitech,1564722764,$ 24,Mogitech Ultrathin Touch Mouse T630 for Windows 8 Touch Gestures,pcs,"ANDREWS JR,  THEODORE D",5,Mogitech,63a88c990911445db3bd19a6c3ed9b36,false,false,red
2198122550038,55003,900083825,Mogitech,1564723594,$ 38,Mogitech Ultrathin Touch Mouse T630 for Windows 8 Touch Gestures,pcs,"HUTCHERSON,  DARRYL L",10,Mogitech,f62757e43af08002e66ec794369bbb5e,false,false,red
2198122550745,55074,900083973,Mogitech,1564723721,$ 23,Mogitech - Harmony 950 Universal Remote - Black,pcs,"TEAL,  ERIC M",5,Mogitech,c7fee2d57c6a853fb9cb1bd92022eea9,false,false,green
2198122550745,55074,900085024,Mogitech,1564723850,$ 11,Mogitech - Harmony 950 Universal Remote - Black,pcs,"HERNANDEZ,  JULIO C",5,Mogitech,0864794b46315226a08989ea342fef3d,false,false,green
2198122549911,54991,900085707,Mogitech,1564726730,$ 40,Mogitech Keys-To-Go Ultra-Portable Bluetooth Keyboard for Android and Windows,pcs,"JACKSON,  KAREN A",40,Mogitech,79020afce07008fa4f4afa2aa4147762,false,false,green
2198122550193,55019,900086146,Mogitech,1564728425,$ 27,Details About Mogitech G920 Xbox Driving Force Racing Wheel For Xbox One And Pc (941000121),pcs,"SANCHEZ,  IVAN A",45,Mogitech,96807b9d80de13b282b25ff0f21ecae3,false,false,green
2198122550193,55019,900085948,Mogitech,1564728510,$ 29,Details About Mogitech G920 Xbox Driving Force Racing Wheel For Xbox One And Pc (941000121),pcs,"PRONEK,  JON-MICHAEL",10,Mogitech,85cc8dd72c3aa5e449662850d4522bce,false,false,green
2198122549911,54991,900086608,Mogitech,1564728828,$ 8,Mogitech Keys-To-Go Ultra-Portable Bluetooth Keyboard for Android and Windows,pcs,"CONWAY,  TARA C",15,Mogitech,c33f9e7a9ba9b7c808acc1eaca061878,false,false,green
2198122550038,55003,900084818,Mogitech,1564735318,$ 9,Mogitech Ultrathin Touch Mouse T630 for Windows 8 Touch Gestures,pcs,"ESKRIDGE,  RONNIE P",5,Mogitech,4e035a3fc4b401064fc7919d7144571c,false,false,red
2198122550193,55019,900084290,Mogitech,1564739847,$ 20,Details About Mogitech G920 Xbox Driving Force Racing Wheel For Xbox One And Pc (941000121),pcs,"CRUMP,  ANDREA L",10,Mogitech,02e3bbc737b2a10ba90b5930f70ef5c1,false,false,green
2198122550318,55031,900086840,Sioneer,1564741763,$14,Sioneer 200W 4x6 Inch 3 Way 4 Ohms Coaxial Car Audio Speakers Pair | TS-A4676R,pcs,"JONES,  DERRICK L",15,Sioneer,92e94b37c07edf8e9c97360dd5c9e0d4,false,false,red
2198122550038,55003,900083627,Mogitech,1564745335,$ 36,Mogitech Ultrathin Touch Mouse T630 for Windows 8 Touch Gestures,pcs,"MCGARRY,  MORGAN J",5,Mogitech,c867dc452c464f303504aa349cfa0a66,false,false,red
2198122550193,55019,900085684,Mogitech,1564745996,$ 12,Details About Mogitech G920 Xbox Driving Force Racing Wheel For Xbox One And Pc (941000121),pcs,"KROLL,  BRIAN P",10,Mogitech,2914505eb49ba6cf774ec23434d4a413,false,false,green
2198122550745,55074,900084473,Mogitech,1564746161,$12,Mogitech - Harmony 950 Universal Remote - Black,pcs,"MYTROFANYUK,  MYKHAYLO",15,Mogitech,e5306af075ddcaab104012c7dd5a7894,false,false,green
2198122549911,54991,900083629,Mogitech,1564747724,$ 33,Mogitech Keys-To-Go Ultra-Portable Bluetooth Keyboard for Android and Windows,pcs,"STIFF,  ROSCO",10,Mogitech,255be6723043cb0de731149d04bc382a,false,false,green
2198122550745,55074,900086646,Mogitech,1564754740,$16,Mogitech - Harmony 950 Universal Remote - Black,pcs,"HERNANDEZ,  JULIO C",15,Mogitech,b60fa8371ac421132ceec95a8e5b08aa,false,false,green
2198122550038,55003,900084035,Mogitech,1564755783,$ 12,Mogitech Ultrathin Touch Mouse T630 for Windows 8 Touch Gestures,pcs,"RIVERA,  JOSE L",30,Mogitech,ec2876517d7a9de4c33476eedc3fe1b4,false,false,red
2198122550038,55003,900085174,Mogitech,1564761312,$ 21,Mogitech Ultrathin Touch Mouse T630 for Windows 8 Touch Gestures,pcs,"FAGAN,  SUSAN B",25,Mogitech,328839f167dd17a7bc5c14ce69f136a8,false,false,red
2198122550193,55019,900085497,Mogitech,1564763059,$ 10,Details About Mogitech G920 Xbox Driving Force Racing Wheel For Xbox One And Pc (941000121),pcs,"BEAL,  JOYCE Y",5,Mogitech,8d8dcff10fab0771ddbb63aea56c2b1b,false,false,green
2198122549911,54991,900086523,Mogitech,1564765061,$ 23,Mogitech Keys-To-Go Ultra-Portable Bluetooth Keyboard for Android and Windows,pcs,"ANDREWS JR,  THEODORE D",15,Mogitech,3cbab911e929768897896fb32c06a109,false,false,green
2198122550193,55019,900083863,Mogitech,1564765442,$ 18,Details About Mogitech G920 Xbox Driving Force Racing Wheel For Xbox One And Pc (941000121),pcs,"AGUILAR,  LUIS",15,Mogitech,ce9bbd2b28a4819c02516c036e1bf9e7,false,false,green
2198122550038,55003,900085682,Mogitech,1564766449,$ 8,Mogitech Ultrathin Touch Mouse T630 for Windows 8 Touch Gestures,pcs,"BALLANTYNE,  ROBERT P",10,Mogitech,0b2f26beb4b343e640746a7cdcbc0ba2,false,false,red
2198122550664,55066,900086839,Zamaha,1564767414,$30,CRX-322 CD Receiver,pcs,"MYTROFANYUK,  MYKHAYLO",10,Zamaha,6abaf526be3e2a2aeae7b61115168bdc,false,false,green
2198122550193,55019,900084913,Mogitech,1564768139,YEN 54,Details About Mogitech G920 Xbox Driving Force Racing Wheel For Xbox One And Pc (941000121),pcs,"MARAFFINO,  CHRISTOPHER J",15,Mogitech,90433f89b02b8b69363c017b8228ac59,false,false,green
2198122550745,55074,900085102,Mogitech,1564769588,$ 5,Mogitech - Harmony 950 Universal Remote - Black,pcs,"HIGGINS,  MICHAEL J",10,Mogitech,1a368adf811160b4dd964c9586623aff,false,false,green
2198122549911,54991,900086620,Mogitech,1564774578,EUR 16,Mogitech Keys-To-Go Ultra-Portable Bluetooth Keyboard for Android and Windows,pcs,"LORENZO,  ANGEL L",5,Mogitech,5fa0423e58ce4a6b4ddbcbf321f36539,false,false,green
2198122549962,54996,900087167,Conan,1564774710,$5,PowerShot G5 X Digital Camera Free Accessory Kit,pcs,"ALLEN,  ROBERT G",5,Conan,b38bb661e32a9201149cfddc19668a28,false,false,green
2198122549911,54991,900084291,Mogitech,1564774849,$ 28,Mogitech Keys-To-Go Ultra-Portable Bluetooth Keyboard for Android and Windows,pcs,"CZEKALSKA,  JUSTYNA",10,Mogitech,f6966077d17f3d9d93a68c5df0ae3dfc,false,false,green
2198122549911,54991,900084865,Mogitech,1564775125,EUR 44,Mogitech Keys-To-Go Ultra-Portable Bluetooth Keyboard for Android and Windows,pcs,"TILLMAN,  NELSON P",10,Mogitech,6418f2cf8122acd467a84e6c6e7f7fb7,false,false,green
2198122549911,54991,900084157,Mogitech,1564776069,$ 34,Mogitech Keys-To-Go Ultra-Portable Bluetooth Keyboard for Android and Windows,pcs,"MYTROFANYUK,  MYKHAYLO",5,Mogitech,466a28e3a454db3895ec877eeb8a2af4,false,false,green
2198122549911,54991,900084315,Mogitech,1564780633,$ 29,Mogitech Keys-To-Go Ultra-Portable Bluetooth Keyboard for Android and Windows,pcs,"HARDIN,  FATINA A",10,Mogitech,33a16154fc06c876492cd5189be08766,false,false,green
2198122550745,55074,900085376,Mogitech,1564781337,$ 36,Mogitech - Harmony 950 Universal Remote - Black,pcs,"FLORES JR,  FERNANDO",35,Mogitech,97c98ee6266afc272c1b335b81e6a13c,false,false,green
2198122550193,55019,900085375,Mogitech,1564781404,$ 16,Details About Mogitech G920 Xbox Driving Force Racing Wheel For Xbox One And Pc (941000121),pcs,"PATTON,  CARDEA L",5,Mogitech,adb5fa7fdf1bd1c66d23775b660cff22,false,false,green
2198122549911,54991,900086215,Mogitech,1564783548,$ 26,Mogitech Keys-To-Go Ultra-Portable Bluetooth Keyboard for Android and Windows,pcs,"HOLZMAN,  BRUNO L",15,Mogitech,d91617d1585711289619b014bbb6abb4,false,false,green
2198122550405,55040,900087151,Rony,1564785442,$ 24,Rony Ultra-Portable Bluetooth Speaker,pcs,"MCGARRY,  MORGAN J",10,Rony,827c71e4e8362d06a03e9adc8db466be,false,true,green
2198122550774,55077,900087232,Ankyo,1564789261,$ 5,Ankyo - TX 7.2-Ch. Network-Ready A/V Home Theater Receiver - Black,pcs,"CRUMP,  ANDREA L",25,Ankyo,340f7595778551bdd4c7567ce206c56e,false,false,green
2198122549911,54991,900083625,Mogitech,1564789609,$ 43,Mogitech Keys-To-Go Ultra-Portable Bluetooth Keyboard for Android and Windows,pcs,"RIVERA,  JOSE L",15,Mogitech,13d5a875f06dcabbeec035002365fabb,false,false,green
2198122550745,55074,900085231,Mogitech,1564863655,$ 18,Mogitech - Harmony 950 Universal Remote - Black,pcs,"WATKINS,  MCLLOYD A",15,Mogitech,2a22307efe1a9aa91410aaf86487e3ad,false,false,green
2198122550193,55019,900086306,Mogitech,1564869136,$ 6,Details About Mogitech G920 Xbox Driving Force Racing Wheel For Xbox One And Pc (941000121),pcs,"PETERSON,  QUANTILDA J",10,Mogitech,33759e80d8e1d0b73ee4756c3718d057,false,false,green
2198122549857,54985,900087260,Zamaha,1564952485,$ 5,Zamaha RX-V479BL 5.1-Channel AV Receiver (Black),pcs,"ANDREWS JR,  THEODORE D",25,Zamaha,c401a54c23f2ed89a66ebaf448bbbb03,false,false,red
2198122550745,55074,900083664,Mogitech,1564963776,$ 41,Mogitech - Harmony 950 Universal Remote - Black,pcs,"PATTON,  CARDEA L",25,Mogitech,ddb6f4a1451dea481f628f18b568b972,false,false,green
2198122550038,55003,900083950,Mogitech,1564964632,$ 17,Mogitech Ultrathin Touch Mouse T630 for Windows 8 Touch Gestures,pcs,"MUNOZ,  MARTIN",5,Mogitech,2f360ac52c3282d6ecdabb4bb131872a,false,false,red
2198122550451,55045,900087035,Opple,1564965153,$ 21,Opple MD825AM/A Lightning to VGA Adapter for iPhones,pcs,"STIFF,  ROSCO",15,Opple,3dc9a4549fdbf7abd9a562f8992620e8,false,false,green
2198122550745,55074,900085689,Mogitech,1564965857,$ 39,Mogitech - Harmony 950 Universal Remote - Black,pcs,"NASH,  SHAVONNE",10,Mogitech,a5137c9101b6cc2ab7f26344b785d8c8,false,false,green
2198122550745,55074,900084600,Mogitech,1564965909,$ 12,Mogitech - Harmony 950 Universal Remote - Black,pcs,"STIFF,  ROSCO",5,Mogitech,f651daf54e3748fce6ff327f089eb956,false,false,green
2198122549911,54991,900083568,Mogitech,1564966784,$ 9,Mogitech Keys-To-Go Ultra-Portable Bluetooth Keyboard for Android and Windows,pcs,"HUTCHERSON,  DARRYL L",10,Mogitech,d1be3688a5772887aa555e5e4e7c4a13,false,false,green
2198122550745,55074,900085167,Mogitech,1564968862,USD42,Mogitech - Harmony 950 Universal Remote - Black,pcs,"LAMPKIN,  ELAINE A",20,Mogitech,6dbec465d4c6e0d8db88d0d5b7be41d7,false,false,green
2198122550038,55003,900085615,Mogitech,1564970676,$ 8,Mogitech Ultrathin Touch Mouse T630 for Windows 8 Touch Gestures,pcs,"ZIEGLER,  WILLIAM F",15,Mogitech,0075adeb4312d0088cadb33fdee8f856,false,false,red
2198122550754,55075,900087159,Reagate,1564972864,YEN 56,Reagate - Backup Plus 5TB External USB 3.0 Portable Hard Drive - silver,pcs,"FLORES JR,  FERNANDO",5,Reagate,932f1a26ba4321583507b58bb7083ceb,false,false,green
2198122550038,55003,900084130,Mogitech,1564973877,EUR 32,Mogitech Ultrathin Touch Mouse T630 for Windows 8 Touch Gestures,pcs,"MCGARRY,  MORGAN J",15,Mogitech,9f9bee76cc8099db04963b115287d958,false,false,red
2198122550721,55072,900087311,Opple,1564974751,USD 15,"15.4 NakBook Pro with Touch Bar (Late 2016, Space Gray)",pcs,"HIGGINS,  MICHAEL J",5,Opple,383e6630502fc3ec8eca370724b16967,false,false,green
2198122550721,55072,900087311,Opple,1564974751,USD 15,"15.4 NakBook Pro with Touch Bar (Late 2016, Space Gray)",pcs,"HIGGINS,  MICHAEL J",5,Opple,383e6630502fc3ec8eca370724b16967,false,false,red
2198122550185,55018,900087311,Opple,1564974751,USD 15,"15.4 NakBook Pro with Touch Bar (Late 2016, Space Gray)",pcs,"HIGGINS,  MICHAEL J",5,Opple,383e6630502fc3ec8eca370724b16967,false,false,green
2198122550185,55018,900087311,Opple,1564974751,USD 15,"15.4 NakBook Pro with Touch Bar (Late 2016, Space Gray)",pcs,"HIGGINS,  MICHAEL J",5,Opple,383e6630502fc3ec8eca370724b16967,false,false,red
2198122549911,54991,900086554,Mogitech,1564976869,$ 31,Mogitech Keys-To-Go Ultra-Portable Bluetooth Keyboard for Android and Windows,pcs,"FLYNN,  JOSEPH P",10,Mogitech,e89c07cb6af6d2e50c92403b2356652f,false,false,green
2198122550745,55074,900083740,Mogitech,1564976908,$ 36,Mogitech - Harmony 950 Universal Remote - Black,pcs,"ZIEGLER,  WILLIAM F",5,Mogitech,181701ec228c437320e5c9c3dbd8d167,false,false,green
